Primary_Key,Reported_Date,Reported_Time,Reported_By_ID,DPCI,Package_Condition,Area_Found,Quantity
143,6/22/2023,15:26:30,EmployeeID_043,011-64-7365,PackageCondition_3,AroundFound_1,1
144,6/22/2023,21:18:23,EmployeeID_231,238-10-5862,PackageCondition_2,AroundFound_4,1
145,6/22/2023,21:50:51,EmployeeID_231,109-41-5701,PackageCondition_2,AroundFound_4,1
146,6/22/2023,21:51:01,EmployeeID_231,282-78-2856,PackageCondition_2,AroundFound_4,1
147,6/21/2023,15:10:31,EmployeeID_231,238-52-1744,PackageCondition_2,AroundFound_7,1
148,6/21/2023,21:19:41,EmployeeID_231,034-38-3118,PackageCondition_2,AroundFound_1,1
149,6/21/2023,21:19:52,EmployeeID_231,118-38-9625,PackageCondition_2,AroundFound_1,1
150,6/21/2023,21:36:54,EmployeeID_231,238-52-2598,PackageCondition_2,AroundFound_4,1
151,6/21/2023,21:37:02,EmployeeID_231,155-34-2578,PackageCondition_2,AroundFound_4,1
152,6/21/2023,21:37:14,EmployeeID_231,238-52-2416,PackageCondition_2,AroundFound_4,1
153,6/21/2023,21:37:24,EmployeeID_231,155-30-2456,PackageCondition_2,AroundFound_4,1
154,6/21/2023,21:46:17,EmployeeID_231,142-54-1076,PackageCondition_2,AroundFound_1,1
155,6/20/2023,6:26:13,EmployeeID_139,038-29-3979,PackageCondition_1,AroundFound_1,1
156,6/20/2023,9:02:57,EmployeeID_139,251-10-4670,PackageCondition_1,AroundFound_1,1
157,6/20/2023,9:08:58,EmployeeID_208,042-76-3116,PackageCondition_4,AroundFound_1,1
158,6/20/2023,13:08:02,EmployeeID_149,175-10-5886,PackageCondition_1,AroundFound_1,1
159,6/20/2023,13:08:28,EmployeeID_149,182-76-5890,PackageCondition_1,AroundFound_1,1
160,6/20/2023,13:08:58,EmployeeID_149,182-41-6591,PackageCondition_1,AroundFound_1,1
161,6/20/2023,13:09:35,EmployeeID_149,097-30-7025,PackageCondition_1,AroundFound_1,1
162,6/20/2023,13:19:49,EmployeeID_149,042-54-3902,PackageCondition_1,AroundFound_1,1
163,6/20/2023,14:18:43,EmployeeID_041,147-41-6164,PackageCondition_1,AroundFound_1,1
164,6/20/2023,14:19:46,EmployeeID_178,155-76-3907,PackageCondition_2,AroundFound_4,1
165,6/20/2023,14:20:00,EmployeeID_178,238-52-1661,PackageCondition_2,AroundFound_4,1
166,6/20/2023,14:20:08,EmployeeID_178,194-41-9649,PackageCondition_2,AroundFound_4,1
167,6/20/2023,14:21:21,EmployeeID_041,037-29-7516,PackageCondition_3,AroundFound_1,1
168,6/20/2023,16:49:47,EmployeeID_030,097-30-6417,PackageCondition_1,AroundFound_1,1
169,6/20/2023,18:59:42,EmployeeID_231,122-38-7566,PackageCondition_2,AroundFound_4,1
170,6/20/2023,19:37:42,EmployeeID_067,097-30-0611,PackageCondition_1,AroundFound_1,1
171,6/20/2023,19:59:28,EmployeeID_231,034-38-3118,PackageCondition_2,AroundFound_3,1
172,6/19/2023,6:57:02,EmployeeID_196,038-75-7328,PackageCondition_1,AroundFound_1,1
173,6/19/2023,7:27:40,EmployeeID_196,038-02-9189,PackageCondition_1,AroundFound_1,1
174,6/19/2023,7:27:53,EmployeeID_196,038-33-5887,PackageCondition_1,AroundFound_1,1
175,6/19/2023,7:58:05,EmployeeID_196,038-02-4636,PackageCondition_1,AroundFound_1,1
176,6/19/2023,7:58:19,EmployeeID_196,038-02-6746,PackageCondition_1,AroundFound_1,1
177,6/19/2023,8:13:21,EmployeeID_196,038-29-9715,PackageCondition_1,AroundFound_1,1
178,6/19/2023,8:18:41,EmployeeID_196,038-43-7895,PackageCondition_1,AroundFound_1,1
179,6/19/2023,9:17:59,EmployeeID_178,181-75-0388,PackageCondition_2,AroundFound_3,1
180,6/19/2023,9:42:25,EmployeeID_196,038-43-1634,PackageCondition_1,AroundFound_1,1
181,6/19/2023,10:23:43,EmployeeID_178,181-75-7284,PackageCondition_2,AroundFound_3,1
182,6/19/2023,10:23:56,EmployeeID_178,159-41-8525,PackageCondition_2,AroundFound_3,1
183,6/19/2023,11:11:18,EmployeeID_143,038-02-9189,PackageCondition_1,AroundFound_1,1
184,6/19/2023,11:11:31,EmployeeID_143,038-02-6746,PackageCondition_1,AroundFound_1,1
185,6/19/2023,11:11:43,EmployeeID_143,038-02-4636,PackageCondition_1,AroundFound_1,1
186,6/19/2023,11:22:36,EmployeeID_196,038-02-7391,PackageCondition_1,AroundFound_1,1
187,6/19/2023,11:31:02,EmployeeID_196,038-29-8290,PackageCondition_1,AroundFound_1,1
188,6/19/2023,12:00:31,EmployeeID_196,011-64-5891,PackageCondition_3,AroundFound_1,1
189,6/19/2023,12:16:57,EmployeeID_178,181-75-6196,PackageCondition_2,AroundFound_3,1
190,6/19/2023,12:31:11,EmployeeID_196,038-29-1675,PackageCondition_1,AroundFound_1,1
191,6/19/2023,12:31:47,EmployeeID_178,284-05-6421,PackageCondition_2,AroundFound_3,1
192,6/19/2023,12:32:00,EmployeeID_178,284-05-6242,PackageCondition_2,AroundFound_3,1
193,6/19/2023,13:02:40,EmployeeID_196,038-41-8524,PackageCondition_1,AroundFound_1,1
194,6/19/2023,13:41:01,EmployeeID_231,208-10-1687,PackageCondition_2,AroundFound_4,1
195,6/19/2023,13:41:14,EmployeeID_231,128-38-2575,PackageCondition_2,AroundFound_4,1
196,6/19/2023,13:41:31,EmployeeID_231,181-75-6413,PackageCondition_2,AroundFound_4,1
197,6/19/2023,13:44:27,EmployeeID_178,208-34-8538,PackageCondition_2,AroundFound_3,1
198,6/19/2023,15:35:04,EmployeeID_231,038-33-1615,PackageCondition_2,AroundFound_4,1
199,6/19/2023,15:35:54,EmployeeID_231,238-52-4531,PackageCondition_2,AroundFound_4,1
200,6/19/2023,15:36:03,EmployeeID_231,238-52-7279,PackageCondition_2,AroundFound_4,1
201,6/19/2023,15:36:18,EmployeeID_231,238-52-4581,PackageCondition_2,AroundFound_4,1
202,6/19/2023,15:36:28,EmployeeID_231,149-78-5819,PackageCondition_2,AroundFound_4,1
203,6/19/2023,17:00:15,EmployeeID_231,238-78-1433,PackageCondition_2,AroundFound_6,1
204,6/19/2023,17:00:34,EmployeeID_231,238-43-1113,PackageCondition_2,AroundFound_1,1
205,6/19/2023,17:48:39,EmployeeID_066,038-29-5807,PackageCondition_1,AroundFound_1,1
206,6/19/2023,17:56:52,EmployeeID_066,112-75-8757,PackageCondition_1,AroundFound_1,1
207,6/19/2023,18:55:02,EmployeeID_147,132-30-7197,PackageCondition_2,AroundFound_1,1
208,6/19/2023,18:55:15,EmployeeID_147,222-34-9393,PackageCondition_2,AroundFound_1,1
209,6/19/2023,18:55:25,EmployeeID_147,109-41-1143,PackageCondition_2,AroundFound_1,1
210,6/19/2023,18:55:39,EmployeeID_147,238-52-2465,PackageCondition_2,AroundFound_1,1
211,6/19/2023,19:34:25,EmployeeID_198,097-30-2177,PackageCondition_3,AroundFound_1,1
212,6/19/2023,21:53:27,EmployeeID_231,149-78-5812,PackageCondition_2,AroundFound_3,1
213,6/19/2023,21:53:37,EmployeeID_231,149-78-7578,PackageCondition_2,AroundFound_3,1
214,6/19/2023,21:53:48,EmployeeID_231,149-78-2176,PackageCondition_2,AroundFound_3,1
215,6/19/2023,22:25:01,EmployeeID_067,235-29-4158,PackageCondition_1,AroundFound_1,1
216,6/18/2023,8:45:30,EmployeeID_043,192-54-7309,PackageCondition_3,AroundFound_1,1
217,6/18/2023,8:46:30,EmployeeID_043,254-30-6217,PackageCondition_1,AroundFound_1,1
218,6/17/2023,10:07:44,EmployeeID_041,081-41-4163,PackageCondition_3,AroundFound_1,1
219,6/16/2023,7:58:21,EmployeeID_111,038-02-4563,PackageCondition_1,AroundFound_1,1
220,6/16/2023,8:27:14,EmployeeID_187,163-20-3975,PackageCondition_4,AroundFound_1,1
221,6/16/2023,9:18:21,EmployeeID_178,159-43-7086,PackageCondition_1,AroundFound_3,1
222,6/16/2023,11:24:02,EmployeeID_149,038-75-4079,PackageCondition_1,AroundFound_1,1
223,6/16/2023,11:24:23,EmployeeID_149,038-75-4079,PackageCondition_1,AroundFound_1,1
224,6/16/2023,11:26:02,EmployeeID_149,097-30-0947,PackageCondition_1,AroundFound_1,1
225,6/16/2023,14:01:18,EmployeeID_143,216-41-3082,PackageCondition_1,AroundFound_1,1
226,6/16/2023,14:38:26,EmployeeID_036,147-41-8759,PackageCondition_1,AroundFound_3,1
227,6/16/2023,14:38:51,EmployeeID_036,147-41-7840,PackageCondition_2,AroundFound_3,1
228,6/16/2023,14:39:10,EmployeeID_036,147-41-3174,PackageCondition_2,AroundFound_3,1
229,6/16/2023,14:39:26,EmployeeID_036,147-41-0475,PackageCondition_2,AroundFound_3,1
230,6/16/2023,14:40:38,EmployeeID_036,147-41-1745,PackageCondition_2,AroundFound_3,1
231,6/16/2023,18:45:44,EmployeeID_067,038-34-6886,PackageCondition_1,AroundFound_1,1
232,6/16/2023,18:46:00,EmployeeID_067,038-02-8281,PackageCondition_1,AroundFound_1,1
233,6/16/2023,18:46:15,EmployeeID_067,242-78-7338,PackageCondition_1,AroundFound_1,1
234,6/16/2023,18:46:57,EmployeeID_067,038-02-0933,PackageCondition_1,AroundFound_1,1
235,6/16/2023,20:19:51,EmployeeID_030,068-33-5977,PackageCondition_1,AroundFound_1,1
236,6/16/2023,20:56:28,EmployeeID_143,284-16-6685,PackageCondition_1,AroundFound_1,1
237,6/15/2023,15:00:26,EmployeeID_147,155-30-0152,PackageCondition_2,AroundFound_1,1
238,6/15/2023,16:25:13,EmployeeID_143,097-30-1744,PackageCondition_1,AroundFound_1,1
239,6/15/2023,17:39:20,EmployeeID_018,282-78-2836,PackageCondition_2,AroundFound_4,1
240,6/15/2023,18:58:28,EmployeeID_231,038-43-3964,PackageCondition_1,AroundFound_1,1
241,6/15/2023,18:58:41,EmployeeID_231,132-16-5899,PackageCondition_1,AroundFound_1,1
242,6/15/2023,20:06:53,EmployeeID_231,038-02-3932,PackageCondition_1,AroundFound_1,1
243,6/15/2023,20:10:27,EmployeeID_231,038-02-1669,PackageCondition_1,AroundFound_1,1
244,6/15/2023,20:16:09,EmployeeID_231,132-05-0008,PackageCondition_1,AroundFound_1,1
245,6/15/2023,20:17:41,EmployeeID_231,038-43-6117,PackageCondition_1,AroundFound_1,1
246,6/15/2023,20:22:03,EmployeeID_231,132-05-5358,PackageCondition_1,AroundFound_1,1
247,6/15/2023,20:23:07,EmployeeID_231,132-78-7468,PackageCondition_1,AroundFound_1,1
248,6/15/2023,20:41:37,EmployeeID_231,112-75-6680,PackageCondition_1,AroundFound_1,1
249,6/14/2023,8:55:46,EmployeeID_111,031-75-5849,PackageCondition_2,AroundFound_6,1
250,6/14/2023,13:04:53,EmployeeID_101,072-41-3202,PackageCondition_1,AroundFound_1,1
251,6/14/2023,13:06:19,EmployeeID_101,229-78-6806,PackageCondition_1,AroundFound_1,1
252,6/14/2023,13:41:26,EmployeeID_231,238-10-2624,PackageCondition_2,AroundFound_4,1
253,6/14/2023,14:36:50,EmployeeID_231,109-54-3463,PackageCondition_2,AroundFound_6,1
254,6/14/2023,14:39:18,EmployeeID_231,238-10-7474,PackageCondition_2,AroundFound_4,1
255,6/14/2023,14:42:58,EmployeeID_231,141-20-5990,PackageCondition_2,AroundFound_4,1
256,6/14/2023,14:43:06,EmployeeID_231,141-20-5993,PackageCondition_2,AroundFound_4,1
257,6/14/2023,15:00:03,EmployeeID_231,104-54-3674,PackageCondition_2,AroundFound_6,1
258,6/14/2023,15:11:59,EmployeeID_067,025-76-3125,PackageCondition_1,AroundFound_1,1
259,6/14/2023,17:23:34,EmployeeID_231,038-29-8590,PackageCondition_2,AroundFound_4,1
260,6/14/2023,17:26:09,EmployeeID_231,038-29-1017,PackageCondition_2,AroundFound_4,1
261,6/14/2023,17:32:03,EmployeeID_209,222-29-3978,PackageCondition_4,AroundFound_1,1
262,6/13/2023,16:57:55,EmployeeID_231,149-78-6666,PackageCondition_2,AroundFound_3,1
263,6/13/2023,17:55:22,EmployeeID_056,038-76-5843,PackageCondition_5,AroundFound_1,1
264,6/13/2023,18:47:46,EmployeeID_231,075-75-9400,PackageCondition_2,AroundFound_4,1
265,6/13/2023,18:47:58,EmployeeID_231,194-41-0190,PackageCondition_2,AroundFound_4,1
266,6/13/2023,18:48:11,EmployeeID_231,238-10-8864,PackageCondition_2,AroundFound_4,1
267,6/13/2023,21:29:48,EmployeeID_018,149-54-4104,PackageCondition_2,AroundFound_4,1
268,6/13/2023,21:37:05,EmployeeID_018,238-10-4746,PackageCondition_2,AroundFound_4,1
269,6/12/2023,6:21:50,EmployeeID_149,229-13-3962,PackageCondition_1,AroundFound_1,1
270,6/12/2023,14:41:42,EmployeeID_209,132-05-1590,PackageCondition_1,AroundFound_1,1
271,6/12/2023,14:41:54,EmployeeID_209,216-76-8324,PackageCondition_1,AroundFound_1,1
272,6/12/2023,14:42:05,EmployeeID_209,097-30-8569,PackageCondition_1,AroundFound_1,1
273,6/12/2023,14:42:16,EmployeeID_209,229-78-4008,PackageCondition_1,AroundFound_1,1
274,6/12/2023,14:42:49,EmployeeID_209,141-41-7516,PackageCondition_1,AroundFound_1,1
275,6/12/2023,14:43:11,EmployeeID_209,097-30-8760,PackageCondition_1,AroundFound_1,1
276,6/12/2023,14:44:31,EmployeeID_209,132-30-9679,PackageCondition_1,AroundFound_1,1
277,6/12/2023,16:52:16,EmployeeID_231,281-54-3910,PackageCondition_2,AroundFound_4,1
278,6/12/2023,17:26:19,EmployeeID_231,149-78-8382,PackageCondition_2,AroundFound_4,1
