"mapId","level","classId","party","eligibleForComparison","mainXpPerMinute","optionalXpPerMinute","optionalXpAdvantagePercent","moderateRewardPremium","mainLeaderDamageTakenPerMinute","optionalLeaderDamageTakenPerMinute","mainConsumableCostPerMinute","optionalConsumableCostPerMinute","mainDeaths","optionalDeaths","mainCompanionDowns","optionalCompanionDowns","mainCompanionDownMemberSeconds","optionalCompanionDownMemberSeconds","mainTravelPercent","optionalTravelPercent","mainRespawnWaitingPercent","optionalRespawnWaitingPercent","mainStuckSeconds","optionalStuckSeconds","higherCompanionRecoveryBurden","higherMeasuredPressure","mapName"
"ashglassPass","50","berserker","false","true","23649.533","21524.667","-8.985","false","203.733","308.067","896","896","0","0","0","0","0","0","38.607","37.456","0.307","0.067","0","0.056","false","true","Ashglass Pass"
"ashglassPass","50","duelist","false","true","22701.533","19409.733","-14.5","false","287.933","482.467","842.667","938.667","0","0","0","0","0","0","32.296","29.044","0.548","0","0","0.267","false","true","Ashglass Pass"
"ashglassPass","50","fireMage","false","true","27105.733","24485.6","-9.666","false","159.867","495.6","1024","1152","0","0","0","0","0","0","46.519","34.256","1.17","0.2","0","1.589","false","true","Ashglass Pass"
"ashglassPass","50","runeMage","false","true","26856.667","22290.267","-17.003","false","189.067","574.333","1024","1152","0","0","0","0","0","0","41.185","36.426","1.078","0.156","0","4.8","false","true","Ashglass Pass"
"ashglassPass","50","stormMage","false","true","25328.867","20855.6","-17.661","false","230.333","690.733","981.333","1173.333","0","0","0","0","0","0","35.018","27.296","0.304","0.17","0","0.133","false","true","Ashglass Pass"
"ashglassPass","50","sniper","false","true","28052.133","20152.667","-28.16","false","375.067","640.667","1536","1525.333","0","0","0","0","0","0","28.345","27.741","0.096","0.185","0","0.233","false","true","Ashglass Pass"
"ashglassPass","50","trapper","false","true","25087.8","21643.933","-13.727","false","257.867","533.6","896","1002.667","0","0","0","0","0","0","35.929","31.463","0.548","0","0.2","0.511","false","true","Ashglass Pass"
"ashglassPass","50","beastArcher","false","true","26476.933","19459.467","-26.504","false","320.8","757.667","821.333","874.667","0","0","0","0","0","0","25.385","23.811","0.163","0.089","0","0.144","false","true","Ashglass Pass"
"ashglassPass","50","fighter","true","true","23570.867","20083.933","-14.793","false","203.267","375.267","874.667","928","0","0","86","75","114.811","100.556","37.537","35.211","0.311","0.222","0.1","0.022","false","true","Ashglass Pass"
"frostfenOutskirts","50","fighter","false","true","25016.933","21489.667","-14.1","false","307.4","229.733","992","906.667","0","0","0","0","0","0","29.8","34.83","0","0","0.411","0","false","false","Frostfen Outskirts"
"frostfenOutskirts","50","mage","false","true","24981.933","20910.933","-16.296","false","391.133","437","1045.333","1045.333","0","0","0","0","0","0","22.426","29.007","0","0","0.689","0.2","false","true","Frostfen Outskirts"
"frostfenOutskirts","50","archer","false","true","27023.4","20370.133","-24.62","false","417.6","520.4","1226.667","1280","0","0","0","0","0","0","22.478","25.867","0","0","0","0","false","true","Frostfen Outskirts"
"frostfenOutskirts","50","guardian","false","true","26280.867","21868.4","-16.79","false","187.333","102.4","917.333","885.333","0","0","0","0","0","0","26.874","34.478","0","0","0","0","false","false","Frostfen Outskirts"
"frostfenOutskirts","50","berserker","false","true","26618.933","21248","-20.177","false","304.733","214.2","896","896","0","0","0","0","0","0","30.185","37.592","0","0","0","0.044","false","false","Frostfen Outskirts"
"frostfenOutskirts","50","duelist","false","true","23718.267","20874.6","-11.989","false","369.8","262.133","917.333","842.667","0","0","0","0","0","0","25.356","29.044","0","0","0","0.033","false","false","Frostfen Outskirts"
"frostfenOutskirts","50","fireMage","false","true","29720.4","24831.6","-16.449","false","341.8","340.133","1130.667","1066.667","0","0","0","0","0","0","28.563","35.904","0","0","0","0","false","false","Frostfen Outskirts"
"frostfenOutskirts","50","runeMage","false","true","27978.867","24458.6","-12.582","false","399.8","317.067","1120","1034.667","0","0","0","0","0","0","30.426","41.856","0","0","0","1.122","false","false","Frostfen Outskirts"
"frostfenOutskirts","50","stormMage","false","true","25841.733","21871.267","-15.365","false","464.533","435.933","1077.333","1034.667","0","0","0","0","0","0","23.122","29.641","0","0","0.511","0.345","false","false","Frostfen Outskirts"
"frostfenOutskirts","50","sniper","false","true","25495.4","21147.6","-17.053","false","486.333","491.867","1504","1493.333","0","0","0","0","0","0","19.259","23.481","0","0","0","0","false","false","Frostfen Outskirts"
"frostfenOutskirts","50","trapper","false","true","25537.2","23135.067","-9.406","false","395.133","293.867","938.667","885.333","0","0","0","0","0","0","28.396","33.7","0","0","0","1.589","false","false","Frostfen Outskirts"
"frostfenOutskirts","50","beastArcher","false","true","25927.267","20300.4","-21.703","false","619.267","560.133","810.667","810.667","0","0","0","0","0","0","18.4","24.537","0","0","0.044","0","false","false","Frostfen Outskirts"
"frostfenOutskirts","50","fighter","true","true","26058","21488.467","-17.536","false","297.6","178.133","949.333","842.667","0","0","64","64","85.333","84.544","27.304","34.122","0","0","1.511","0.167","false","false","Frostfen Outskirts"
"glacierSpine","60","fighter","false","true","31858","27426.6","-13.91","false","785.933","1045.6","1322.667","1365.333","0","0","0","0","0","0","22.381","22.533","0.056","0","0","0.311","false","true","Glacier Spine"
"glacierSpine","60","mage","false","true","29009.867","25827.933","-10.968","false","1256","1586.2","1525.333","1642.667","0","0","0","0","0","0","21.83","21.304","0","0.019","0.367","0","false","true","Glacier Spine"
"glacierSpine","60","archer","false","true","30398.2","25358.267","-16.58","false","1369.533","1727.333","1792","1888","0","0","0","0","0","0","19.844","16.155","0","0","0.078","0.422","false","true","Glacier Spine"
"glacierSpine","60","guardian","false","true","35885.333","31686.2","-11.702","false","405.467","567.933","928","917.333","0","0","0","0","0","0","25.604","26.207","0.015","0.037","0","0.178","false","true","Glacier Spine"
"glacierSpine","60","berserker","false","true","34456.2","30095.667","-12.655","false","541.867","904.2","938.667","906.667","0","0","0","0","0","0","26.622","24.837","0","0","0.622","0.122","false","true","Glacier Spine"
"glacierSpine","60","duelist","false","true","28602.867","26356.933","-7.852","false","935.533","1237.733","1216","1354.667","0","0","0","0","0","0","19.633","18.97","0","0","0.033","0.333","false","true","Glacier Spine"
"glacierSpine","60","fireMage","false","true","37069.533","30815.333","-16.872","false","798.933","1280.333","1408","1589.333","0","0","0","0","0","0","27.459","27.152","0","0","0.111","6.467","false","true","Glacier Spine"
"glacierSpine","60","runeMage","false","true","35236.067","31743.6","-9.912","false","887.6","1200.4","1312","1493.333","0","0","0","0","0","0","29.267","26.344","0","0","5.878","1.322","false","true","Glacier Spine"
"glacierSpine","60","stormMage","false","true","30515.2","26709.2","-12.472","false","912.2","1648","1333.333","1706.667","0","0","0","0","0","0","22.807","18.733","0","0","0","0.356","false","true","Glacier Spine"
"glacierSpine","60","sniper","false","true","26405.133","23481","-11.074","false","1386.133","1661.733","1952","2037.333","0","0","0","0","0","0","18.745","16.474","0","0","0","1.467","false","true","Glacier Spine"
"glacierSpine","60","trapper","false","true","35035.467","30789.267","-12.12","false","764.467","1167.4","1258.667","1450.667","0","0","0","0","0","0","26.652","28.311","0","0","3.333","4.911","false","true","Glacier Spine"
"glacierSpine","60","beastArcher","false","true","25593.467","22163.467","-13.402","false","1467.2","1874.533","1216","1418.667","0","0","0","0","0","0","19.859","16.248","0","0","1.411","0.256","false","true","Glacier Spine"
"glacierSpine","60","fighter","true","true","37084.867","31535.2","-14.965","false","651.733","1099.267","1248","1408","0","0","79","106","106.789","140.533","22.815","19.059","0.03","0","0.122","0.1","true","true","Glacier Spine"
"stormbreakCliffs","60","fighter","false","true","28704.733","28000.2","-2.454","false","510.733","725","1130.667","1109.333","0","0","0","0","0","0","41.096","40.674","0.03","0.052","0","0.444","false","true","Stormbreak Cliffs"
"stormbreakCliffs","60","mage","false","true","29202.867","26287.067","-9.985","false","405.267","932.067","1066.667","1258.667","0","0","0","0","0","0","37.259","36.078","0.182","0.015","0","0.356","false","true","Stormbreak Cliffs"
"stormbreakCliffs","60","archer","false","true","29153.333","28258.933","-3.068","false","369.267","1141.333","1226.667","1514.667","0","0","0","0","0","0","38.752","30.685","0.093","0.019","0","0.522","false","true","Stormbreak Cliffs"
"stormbreakCliffs","60","guardian","false","true","29780.2","29327.133","-1.521","false","251.333","421.867","864","768","0","0","0","0","0","0","50.678","40.637","0.004","0.126","0.033","0.367","false","true","Stormbreak Cliffs"
"stormbreakCliffs","60","berserker","false","true","29499.2","29277.4","-0.752","false","464.667","655.933","874.667","810.667","0","0","0","0","0","0","46.47","41.67","0.052","0","0","0.3","false","true","Stormbreak Cliffs"
"stormbreakCliffs","60","duelist","false","true","27094.4","25868.267","-4.525","false","553.4","868.8","981.333","1045.333","0","0","0","0","0","0","38.244","35.585","0","0.007","0","0","false","true","Stormbreak Cliffs"
"stormbreakCliffs","60","fireMage","false","true","34824.133","32468.267","-6.765","false","243.133","664.2","1024","1109.333","0","0","0","0","0","0","48.919","47.604","0.37","0.092","0","0.478","false","true","Stormbreak Cliffs"
"stormbreakCliffs","60","runeMage","false","true","35107.733","31296.2","-10.857","false","311.2","696.533","1088","1120","0","0","0","0","0","0","47.696","46.204","0.152","0.026","0","1.067","false","true","Stormbreak Cliffs"
"stormbreakCliffs","60","stormMage","false","true","30729.6","30292.4","-1.423","false","296.067","943.533","981.333","1258.667","0","0","0","0","0","0","35.915","36.837","0.185","0.159","0","0","false","true","Stormbreak Cliffs"
"stormbreakCliffs","60","sniper","false","true","29099.533","27192.933","-6.552","false","483.933","926.333","1504","1536","0","0","0","0","0","0","33.83","34.726","0.193","0.078","0","0","false","true","Stormbreak Cliffs"
"stormbreakCliffs","60","trapper","false","true","33831.8","32024.4","-5.342","false","234.667","843.733","938.667","1152","0","0","0","0","0","0","46.678","40.67","0.148","0","0.433","4.522","false","true","Stormbreak Cliffs"
"stormbreakCliffs","60","beastArcher","false","true","28781.933","24453.867","-15.037","false","445.867","1084.333","768","992","0","0","0","0","0","0","31.27","29.922","0.089","0.03","0","2.711","false","true","Stormbreak Cliffs"
"stormbreakCliffs","60","fighter","true","true","33971.8","30773.667","-9.414","false","508.2","727.067","1098.667","1120","0","0","70","84","95.133","113.533","40.381","38.326","0.007","0","0","0.344","true","true","Stormbreak Cliffs"
"astralArchive","85","fighter","false","true","42167.733","41582.4","-1.388","false","1137.333","1442.467","1520","1640","0","0","0","0","0","0","25.063","25.33","0.037","0.156","0.3","0.478","false","true","Astral Archive"
"astralArchive","85","mage","false","true","40496.067","41579.067","2.674","false","1404.667","1987.867","1640","1940","0","0","0","0","0","0","30.189","21.104","0.067","0.237","0","1.778","false","true","Astral Archive"
"astralArchive","85","archer","false","true","39911.2","39980.533","0.174","false","1743.8","2107.4","2000","2200","0","0","0","0","0","0","27.707","17.789","0","0.026","1.734","6.178","false","true","Astral Archive"
"astralArchive","85","guardian","false","true","45903.333","47762.6","4.05","false","563.533","718.933","920","940","0","0","0","0","0","0","33.433","26.744","0","0.067","0","0","false","true","Astral Archive"
"astralArchive","85","berserker","false","true","44469.533","44916.4","1.005","false","849","1128.667","940","960","0","0","0","0","0","0","34.2","29.996","0.07","0.004","0","0","false","true","Astral Archive"
"astralArchive","85","duelist","false","true","39103.667","40043.6","2.404","false","1229.933","1541.6","1440","1580","0","0","0","0","0","0","24.292","21.496","0","0.059","0","0","false","true","Astral Archive"
"astralArchive","85","fireMage","false","true","51763.2","50418","-2.599","false","1015.067","1578.8","1560","1800","0","0","0","0","0","0","42.419","26.948","0.374","0.541","0.456","2.033","false","true","Astral Archive"
"astralArchive","85","runeMage","false","true","50331.467","47371.333","-5.881","false","1196.267","1466.333","1600","1720","0","0","0","0","0","0","39.633","30.608","0.326","0.337","0.667","6.856","false","true","Astral Archive"
"astralArchive","85","stormMage","false","true","42492.933","43068.2","1.354","false","1217.933","1889.333","1560","1920","0","0","0","0","0","0","27.089","20.645","0.211","0.389","1.322","1.289","false","true","Astral Archive"
"astralArchive","85","sniper","false","true","38485.133","40082.8","4.151","false","1637.333","2202","2200","2440","0","0","0","0","0","0","27.433","13.8","0","0","0.811","6.067","false","true","Astral Archive"
"astralArchive","85","trapper","false","true","50227.733","50224.467","-0.007","false","1208.4","1393.267","1580","1600","0","0","0","0","0","0","34.778","27.87","0.089","0.333","4.767","9.789","false","true","Astral Archive"
"astralArchive","85","beastArcher","false","true","34539.067","38179.467","10.54","true","1587.8","2135.667","1260","1500","0","0","0","0","0","0","24.733","18.407","0","0","3.811","1.467","false","true","Astral Archive"
